Feature,Importance
roll3,0.5826379631568817
lag12,0.11947155004993397
lag1,0.09128814988260125
month_10,0.05760212554206293
month_3,0.040351091649585495
month_7,0.028914578096913484
month_5,0.028247182173566688
month_12,0.028243414206694052
month_11,0.008674232984294324
month_9,0.008181487931494676
month_8,0.002277337210478249
month_6,0.0019574267184317685
month_4,0.0011786609623411668
month_2,0.0009747994347203608
